num,year_grade,book,chapter_num,chapter_name,section_num,section_name,knowledge_points,section_summarnum,year_grade,book,chapter_num,chapter_name,section_num,section_name,knowledge_points,section_summary
1,7,第一冊,1,公民與公民德性,1,什麼是公民？,公民身份、社會責任,本節討論了什麼是公民，強調身為公民既是一種身份認同，也是承擔社會責任的象徵。公民身份不僅僅是法律地位，還包含了參與社會運作的權利與義務。身為公民，我們應積極參與社會活動，維護社會公平與正義，並認識到每個人都是社會的一部分，應該努力創造共同的福祉。此外，公民教育也被提及，強調培養公民德性的重要性，包括尊重他人、遵守法律和展現負責任的行為，這些都是建立一個健康社會的基礎。
2,7,第一冊,1,公民與公民德性,2,現代公民應具備的基本德性,權利與義務、尊重他人,本節介紹了現代公民在社會中應該具備的基本德性，強調在公民生活中理解和實踐權利與義務的相互關係，這不僅是作為一名合格公民的基礎，也是一個社會團結合作的前提。同時，尊重他人是現代公民應具備的另一個重要德性，包括對他人人權、意見和文化差異的尊重，能夠促進和諧相處，減少矛盾與衝突。培養這些德性有助於提升個體的社會責任感，使得每個公民都能為社會的發展與個人幸福貢獻力量，最終形成一個團結友愛的社會環境。
3,7,第一冊,2,人性尊嚴與人權保障,1,人性尊嚴與人權,人性尊嚴、普遍性,本節探討人性尊嚴與人權保障之間的密切關係。人性尊嚴是指每個人都應受到的基本尊重和價值承認，這是人權保障的核心要素。在此背景下，人權被視為保障人性尊嚴的工具，目的在於確保個人享有基本權利和自由，不受歧視和虐待影響。人權具有高度的普遍性，不受文化、地域或民族的限制，是所有人都應享有的基本權利。本節將深入解析如何在不同文化和社會制度中實現人權保障，以及人權普及的重要性和挑戰，以促進全球範圍內的人權保護。
4,7,第一冊,2,人性尊嚴與人權保障,2,人權保障的落實,普世價值、法律保障,本節主要探討人權保障的落實與其重要性，首先介紹人權保障作為普世價值，強調人性尊嚴是人權體系的核心。接著，論述法律在保障人權中所扮演的關鍵角色，尤其在國內外法律框架中的表現，並探討如何通過立法、司法、行政等方式實現保障。此外，分析了一些國家在人權保障中面臨的挑戰及解決方案，包括政策制定與國際合作的重要性。本節旨在強調個人與政府如何共同努力，才能有效保障每個人的基本人權，並促進人權的持續發展。
5,7,第一冊,3,家庭生活,1,家庭中的親屬關係,親屬關係類型、家庭角色分工,本節探討家庭中不同的親屬關係及其在家庭生活中的重要性。親屬關係類型包括直系親屬和旁系親屬，各自在家庭結構中的角色和義務不同。家庭角色分工是家庭運作的基礎，影響到家庭成員間的互動和責任分配。了解這些關係和分工有助於促進和諧的家庭生活，並有助於青少年建立良好的家庭觀念，尊重和理解家庭各成員的貢獻。這些概念在生活中很常見且重要，是理解家庭動力的基礎。
6,7,第一冊,3,家庭生活,2,家庭型態與生活模式,家庭結構差異、多元家庭類型,本節主要探討在現代社會中，家庭型態與生活模式的多樣性。隨著社會與文化的變遷，家庭的結構和形態呈現多元化的特徵。傳統核心家庭不再是唯一的家庭結構，單親家庭、再婚家庭、同居伴侶家庭、及跨代家庭等不斷顯現，加深了我們對家庭概念的理解。本節中分析了不同家庭型態的優勢與挑戰，並討論這些多樣化趨勢對個人生活、社會連結及文化傳承的影響，強調家庭功能的彈性與適應性。透過對家庭生活的深入理解，我們可以促進更包容的社會環境。
7,7,第一冊,3,家庭生活,3,家庭成員的權利與義務,權利與義務的平衡、與家庭成員的互動,本節探討家庭成員之間的權利與義務，強調在家庭生活中，每位成員皆擁有特定的權利，同時也必須履行相應的義務。課程中指出，權利與義務的平衡是維持家庭和諧的重要基石，例如兒女擁有接受教育的權利，並有尊重和孝順父母的義務，而父母有撫養及教育子女的責任，也享有家庭資源分配的權利。此外，小節還強調了與家庭成員互動的重要性，良好的溝通能促進理解和支持，有助於構建一個溫馨和諧的家庭環境。
8,7,第一冊,4,變遷中的家庭,1,家庭的功能與轉變,家庭結構變遷、功能轉變,本節探討了家庭作為社會基本單位，其結構和功能隨著時代的變遷而發生的轉變。首先，從傳統大家族到現代核心小家庭的結構變化，展現了人口流動、都市化及現代價值觀的影響。其次，家庭功能的轉變也被探討，特別是生育、經濟生產、教育和社會化等基本功能如何適應現代社會的發展需求。隨著社會福利體系的發展，很多傳統上由家庭承擔的功能如照顧老人和病患的角色逐漸由社會機構分擔。這些變遷提示出家庭需要在保持自身穩定的同時，靈活應對外部社會環境的變化。
9,7,第一冊,4,變遷中的家庭,2,政府如何協助家庭發揮功能？,政府社會福利政策、家庭功能支持,在現代社會，家庭結構和其功能正經歷著快速變遷。面對這種現狀，政府角色尤為關鍵，其社會福利政策如社會保障、醫療保險及托育服務等，旨在全面支持家庭功能的運作，保障其基本需求。此外，政府還通過教育和輔導等措施來加強家庭內部的穩定性和互動性，尤其在單親家庭、貧困家庭等需要特別支援的情況下，提供多元化的服務和援助。總體而言，政府的制度與措施是協助家庭應對挑戰的重要支持，促進社會的和諧與穩定。
10,7,第一冊,5,學生權利與校園生活,1,校園中的權利與維護,受教育權、隱私權,本節主要探討學生在校園中的各項權利及其維護。首先，受教育權是每位學生都應享有的基本權利，學校應提供公平且優質的教育機會。其次，學生在校園中也有隱私權，應受到保護，如個人資訊的保密和私人空間的尊重。此外，學校應該建立明確的制度，保障學生的權益不受侵害，並提供申訴渠道以解決爭議。了解並維護校園中的學生權利，不僅有助於營造和諧的校園環境，也為學生提供了一個健康成長的基礎。這些權利是現代教育中必不可少的元素，值得每位成員重視。
11,7,第一冊,5,學生權利與校園生活,2,如何參與校園公共事務？,參與機會、民主意識,本節主要探討學生如何在校園生活中有效地參與公共事務，以提高其民主參與意識。首先，本節介紹了學生參與校園公共事務的重要性，強調通過參與各種學校組織和活動，學生可以培養責任感、決策能力以及團隊合作技巧。其次，具體闡述了各種參與途徑，包括學生會、班委和社團等，並説明如何充分利用這些平台進行民主選舉和表達意見，強化學生的公共精神。最後，總結指出這些機會不僅有助於提升學生的自信心和領導力，還為其未來的社會參與打下基礎，使其更好地適應多元化社會。
12,7,第一冊,6,部落與公民參與,1,部落的意義與重要性,部落文化、多樣性,本節探討部落的意義與其在現代社會中的重要性。部落不僅是族群認同的核心，也是文化多樣性的重要載體。透過部落，人們可以傳承傳統知識與習俗，增強文化自豪感。部落在促進社會團結與共同體的意識上扮演關鍵角色，使成員能共同面對外來挑戰。此外，部落還是一個培育領導力與組織能力的重要場所，有助於提高公民參與，促進族群內外的交流與合作。現代化進程中，保存並尊重部落文化顯得尤為重要，有助於維持社會的多樣性與和諧。
13,7,第一冊,6,部落與公民參與,2,部落的挑戰與公民參與,部落自治、資源管理,本節主要探討了現代部落面臨的挑戰以及公民如何有效參與其中。首先，介紹了部落自治的基本概念，強調部落有權自主管理內部事務，維護文化與傳統。然而，自治過程中往往伴隨著資源有限、外部壓力等問題，這成為部落治理的一大挑戰。接下來，闡述了公民參與在解決這些問題中的重要性，如透過民主會議和參與決策，提高群體領導能力和凝聚力。此外，公民參與還能促進部落與外界的良好互動，並促進資源的有效管理。整體而言，只有通過加強自主性與多方合作，部落才能在現代社會中持續發展。
14,7,第二冊,1,多元文化,1,文化的特性與差異,文化多樣性、文化交流,本節主要探討文化的多樣性與交流之重要性。文化不僅是人們生活方式的反映，還涉及信仰、價值觀、慶典、節日等諸多方面。了解不同文化間的差異與特性，有助於促進多元文化間的交流與理解，減少誤解與衝突。文化多樣性是一個社會豐富性的體現，它不僅影響社會的運作方式，還塑造了個人的身份認同。交流則是文化間互動的關鍵，它促使文化在互相學習的過程中發展和完善。通過文化交流，人們能夠尊重和欣賞不同文化的獨特性，推動全球化背景下的和諧共存。
15,7,第二冊,1,多元文化,2,文化位階與不平等,文化位階、文化不平等,本節探討文化位階與不平等的概念，文化位階指的是某一文化在社會中被賦予的高低位置，通常與社會的權力結構息息相關。高位階的文化往往擁有更多資源與社會認可，而低位階文化則可能被忽視或邊緣化。文化不平等則是由這種位階結構導致的社會不公，包括資源分配與機會獲得的不平等。這一節旨在深度了解文化位階如何影響人們的日常生活，及引發的社會矛盾與挑戰。學生將透過例證與討論，探討如何促進文化多樣性與平等。
16,7,第二冊,1,多元文化,3,尊重和包容文化差異,文化差異、文化包容,本節探討在多元文化背景下尊重和包容的必要性，強調理解及尊重不同文化的重要性，以促進和諧共處。多元文化社會的建立需要個體能夠認識到文化差異的存在並學習如何包容這些差異。在此過程中，開放和包容的態度至關重要，因為它鼓勵個人從不同視角出發，接受異文化的價值與習俗。此外，了解和尊重文化差異可以促進不同文化間的溝通與合作，從而為社會的和諧發展奠定基礎。因此，本節旨在提升學生對多元文化的認識，培養其尊重和包容文化差異的能力。
17,7,第二冊,2,社會規範,1,為什麼會有社會規範？,社會規範的來源、社會規範的功能,本節主要探討社會規範的來源與重要性。社會規範是指一種由社會共識形成的行為準則，它通常包括法律、道德和習俗等不同層面。這些規範的形成通常基於歷史、文化和經濟等多重因素的影響。社會規範的功能主要是維持社會秩序，提供個體行為的指導，並協助解決衝突與糾紛。藉由遵守社會規範，個人可以在社會中獲得認可與接納，從而促進社會的穩定與和諧。理解社會規範的作用有助於增進我們對社會系統運作的了解。
18,7,第二冊,2,社會規範,2,社會規範的內涵,社會規範的種類、社會規範的功能,本節介紹了社會規範的內涵，重點在於區分和理解不同類型的社會規範，例如法律、道德和習俗等。社會規範是一種行為規則，用於指導個人行為並確保社會秩序的維持。社會規範具有多種功能，包括維持社會秩序、促進社會和諧及引導成員行為等。在不同的文化和社會中，這些規範的具體內容及其執行方式可能會有所不同。本節還探討了這些規範間的相互作用如何共同維持社會的穩定。
19,7,第二冊,3,團體與志願結社,1,為什麼要參與團體？,歸屬感、社會責任,本節探討個人為何應該參與團體，並強調團體生活對個人成長和社會發展的重要性。首先，參與團體能夠帶給人歸屬感，使個人找到自我價值並建立自信心。其次，透過團體活動，個人能夠實踐社會責任，學習團隊合作和溝通等重要能力。這不僅有助於拓展視野，同時也提供了社會支持，增加對社會的參與感和責任感，並促進社交關係網絡的建立，對於未來的人際交往和職業發展有著深遠影響。因此，個人應積極參與不同的團體活動，以豐富人生體驗，提升自我潛能。
