num,year_grade,book,chapter_num,chapter_name,section_num,section_name,knowledge_points,section_summary
50,9,第五冊,2,力與運動,1,牛頓第一運動定律,牛頓第一運動定律,亞里斯多德認為，物體在水平地面上運動時，若不持續施力，最終會靜止。伽利略則提出，物體靜止是因摩擦力作用，若無外力，物體可保持等速度運動。牛頓根據伽利略的理論，提出第一運動定律—慣性定律，內容為：物體若不受外力或合力為零，靜止物體會保持靜止，運動物體則保持等速度直線運動。慣性是物體維持原運動狀態的性質，質量越大，慣性越大；圓周運動中，旋轉半徑越大，轉動慣性也越大。「牛一：慣性，靜者恆靜、動者恆坐等速度運動。」
51,9,第五冊,2,力與運動,2,牛頓第二運動定律,牛頓第二運動定律,牛頓第一運動定律說明，物體若不受外力或合力為零，則靜止物體保持靜止，運動物體保持等速度直線運動。而牛二則是說明，若物體受合力作用，運動狀態將改變，並沿合力方向產生加速度，加速度方向與合力方向相同。加速度運動包括：方向不變但快慢改變、方向改變但速率不變、方向與快慢皆改變。加速度大小與合力成正比，與質量成反比，關係式為F=ma。單位1牛頓為使1公斤物體產生1 m/s²加速度的力。質量、重力加速度和重力方向相同；加速度與合力方向相同。
52,9,第五冊,2,力與運動,3,牛頓第三運動定律,牛頓第三運動定律,牛頓第三運動定律指出，物體A對物體B施力時，B同時會對A施予大小相等、方向相反的反作用力，且作用於不同物體上，因此不會互相抵消，並同時產生同時消失。物體重量為地球吸引物體的力，反作用力則是物體吸引地球的力。作用力與反作用力與平衡力不同，平衡力作用在同一物體上，能互相抵消；作用反作用力則作用在不同物體上，無法互抵。外力作用在系統外部，能改變物體運動狀態；內力為物體內部的相互作用力，無法改變整體運動。
53,9,第五冊,2,力與運動,4,圓周運動和萬有引力,萬有引力、圓周運動,重量是物體受地球引力作用的大小，屬於力的一種，單位為公斤重或公克重，與質量不同。質量描述物質的本身量，不因地點改變；重量則隨地點變化，例如地球的引力是月球的6倍。萬有引力定律指出，具有質量的兩物體會互相吸引，萬有引力大小與質量成正比，與距離平方成反比。萬有引力是提供星球繞行的向心力，使其作圓周運動。等速率圓周運動方向持續改變，存在向心力，方向指向圓心。若向心力消失，物體會沿切線方向飛出。
54,9,第五冊,3,功與能,1,功與功率,功的定義、功與能的關係、功率,功是物體間藉由施力傳遞能量的過程，當A對B作正功，A將能量傳給B，使B的能量增加；若A對B作負功，A從B獲得能量。作功公式為W=F×S，只有與位移方向相同的力才能作功。單位為焦耳(J)，1J=1N·m=1kg·m²/s²。當物體無位移、無外力或力與位移垂直時，作功為零。重力、向心力、繩張力在特定情況下不作功。功率表示作功效率，公式P=W/t，單位為瓦特(W)，1W=1J/s，1度電=1kW·h=3600000J。
55,9,第五冊,3,功與能,2,動能、位能與能量守恆,動能、位能、力學能守恆,能量是物體作功的能力，常見能量包括動能、位能、熱能、光能、聲能、電能等。功與能本質相同，單位皆為焦耳(J)，兩者可互相轉換。動能與物體質量和速率平方成正比，公式為Ek=1/2mv²。位能分為重力位能與彈力位能，重力位能U=mgh，與質量、高度成正比；彈力位能則與彈簧形變量成正比。力學能是動能與位能的總和，當只有保守力（彈力、重力、靜電力）作功時，力學能守恆。整體來說，能量無法憑空消失或產生，只能在不同形式間轉換，且總能量不變，這就是能量守恆定律。
56,9,第五冊,3,功與能,3,力矩,力矩、功和力矩的比較、靜力平衡,力矩是使物體產生旋轉的物理量，大小取決於施力與力臂的乘積。有效力臂是支點到力的作用線的垂直距離。順時針力矩為負，逆時針力矩為正，順逆力矩相等時為轉動平衡。槓桿轉動平衡條件是施力矩等於抗力矩。靜力平衡需滿足合力為零與合力矩為零，表示物體同時處於移動平衡與轉動平衡。力矩單位為N-m，和功的J不同，功無方向性，力矩則有方向性。若力臂與力平行或作用線通過支點，則無力矩產生。
57,9,第五冊,3,功與能,4,簡單機械,機械、機械性質、輪軸、滑輪、斜面、螺旋,機械是幫助人類作功的裝置，目的是省時或省力或改變施力方向。機械不能省功，且省力必費時、省時必費力。槓桿依支點、施力點、抗力點位置分三類：第一類省力費時，如拔釘器；第二類省力費時，如開瓶器；第三類省時費力，如釣魚竿。輪軸利用槓桿原理，施力在輪上省力費時，施力在軸上省時費力。定滑輪改變方向，不省力；動滑輪省力費時；滑輪組兼具省力與改變方向。斜面是省力費時裝置，斜面越長越省力。螺旋是捲起來的斜面，螺紋越密越省力但費時，螺紋越疏越費力但省時。機械雖能提高工作效率，卻不能減少總作功。
58,9,第五冊,4,電學,1,靜電,靜電、庫侖定律、摩擦起電、接觸起電、感應起電,電荷是物體因電子得失而帶的電性，失去電子帶正電，得到電子帶負電，電中性則電子數等於質子數。電量單位為庫侖(C)，1C約為6.25×10¹⁸個電子帶的電量。庫侖定律描述帶電體間的靜電力，同性相斥、異性相吸，力大小與電量乘積成正比，與距離平方成反比。摩擦起電讓絕緣體帶電，兩物體電量相等電性相反，導體因電子移動力強較難摩擦起電；潮濕空氣會減弱靜電效果。靜電感應則適用於導體，外電荷使導體內電荷重新分布，感應電荷電量相等電性相反。接觸起電是帶電體與導體接觸，電子流動至電位相等，導體帶與帶電體相同電性；感應起電則是靠近帶電體後接地並移開帶電體，導體帶與帶電體相反電性。靜電實驗中，帶電體越接近導體，感應電量越大，且導體最後帶電量小於帶電體。導體帶同性電時相斥，帶異性電時相吸，不帶電的導體與帶電導體也會相吸。
59,9,第五冊,4,電學,2,電路與電壓,基本電路、電壓,電路基本結構包括電源、電器與導線，電源提供能量，電器消耗電能，導線負責傳導電流。按下開關形成『通路』，電路接通電器正常運作；拉起開關形成『斷路』，電流無法流通電器停止運作；若電器兩端被低電阻導線直接連接，形成『短路』，電流繞過電器直接通過導線，電流過大易引發火災。電壓是導線中驅使電子流動的原動力，常稱為電位差，電流由高電位流向低電位。乾電池的正極為高電位、負極為低電位，因此電流由正極流向負極。電壓定義為每庫侖電量帶有的電能，公式為V=E/Q，單位伏特(V)，1V等於1焦耳/庫侖，乾電池標準電壓為1.5V。
60,9,第五冊,4,電學,3,電流,電流、電流測量、電壓測量,電流的形成需有電壓存在，當電路無電壓時，電子僅作不規則運動，淨電流為0；有電壓時，電子朝特定方向移動產生電流。電流方向為正電荷移動方向，電子流方向則為負電荷移動方向，兩者相反。電流公式為I=Q/t，單位安培(A)，1A=1C/s。電流測量用安培計，需與待測電路串聯，並依正負極接法操作；測量時從大範圍開始，避免燒毀。電壓測量用伏特計，需與待測電路並聯，伏特計內部高電阻，不影響電路電流；測量時同樣從大範圍開始。安培計與伏特計比較：安培計測電流，內部並聯低電阻，與電路串聯；伏特計測電壓，內部串聯高電阻，與電路並聯。
61,9,第五冊,4,電學,4,電阻,電阻、歐姆定率、電阻計算,電阻是電子在導體內移動時，與靜止原子碰撞所產生的阻力。不同導體的電阻不同，金屬電阻小，非金屬電阻大。電阻與材質、粗細、長度有關，粗的電阻小、長的電阻大。歐姆定律指出，電壓與電流成正比，R=V/I，單位為歐姆(Ω)，金屬導體符合歐姆定律，電解質、半導體等為非歐姆式導體。電阻串聯時總電阻為各電阻相加，並聯時總電阻為倒數和的倒數。串聯後總電阻大於單個電阻，並聯後總電阻小於最小電阻。
62,9,第六冊,1,電流的化學效應,1,伏打電池,電池結構、伏打電池、電極判斷,電池是將化學能轉換成電能的裝置。伏打電池由伏打於1799年發明，是世界上第一個電池，利用鋅和銅（或銀）片加上鹽水布製成。以鋅銅電池為例：「活性大」的鋅易失去電子，為負極；「活性小」的銅易得到電子，為正極。電解液：鋅極為硫酸鋅，銅極為硫酸銅。「鹽橋」內多為硝酸鉀溶液，正離子流向銅極，負離子流向鋅極。電流為電子流，溶液則是離子流傳遞電荷。總反應：Zn+Cu²⁺ → Zn²⁺+Cu，放電時鋅極質量減少，銅極質量增加。若改用鋅銀電池，負極為鋅，正極為銀。
63,9,第六冊,1,電流的化學效應,2,生活中的電池,一次電池、二次電池、鋰電池、鉛蓄電池,一次電池只能放電不能充電，如乾電池，正極為碳棒，負極為鋅外殼，電解液為氯化銨糊狀物，初期電壓1.5V，適合短期使用。鹼性電池則以氫氧化鉀為電解液，內電阻小、放電時間長。二次電池可充電重複使用，如鎳氫電池，正極鎳，負極吸氫合金，體積小、電壓穩定，常見於手機與相機。鋰電池重量輕、電壓3.6V、無記憶效應，普遍用於電子產品。鉛蓄電池正極PbO2，負極Pb，電解液硫酸，放電時硫酸濃度下降；充電需外接直流電源，正接正、負接負，並使硫酸濃度回升。太陽能電池可將光能轉換為電能，具零污染與高耐用性，是綠能發電的理想選擇。
64,9,第六冊,1,電流的化學效應,3,電流的化學效應,電解、電鍍,電解是電流經過電解質溶液，使兩極發生化學變化的過程，將電能轉化為化學能，和電池放電相反。電解液需為電解質溶液或熔融狀態，並使用直流電，正離子游向負極，負離子游向正極。水的電解是吸熱反應，常加少量硫酸或氫氧化鈉提升導電度。正極產氧氣、負極產氫氣，反應式為2H2O→2H2+O2。硫酸銅電解時，若用碳棒為電極，正極產氧氣，負極鍍銅，溶液pH下降；若用銅棒為電極，正極銅棒溶解，負極鍍銅，溶液顏色不變。電鍍利用電解原理，將金屬鍍於導體表面，擬鍍物品放正極，被鍍物品放負極，溶液為含擬鍍金屬離子的溶液，如鐵鑰匙鍍銅，電鍍液為硫酸銅溶液，電流為直流電。電鍍後正極質量減少，負極質量增加。
65,9,第六冊,2,電流的熱效應,1,電流的熱效應,電熱效應,電熱效應是將電能轉換為熱能或光能的現象，如電燈泡、電鍋、吹風機等。高熱電器多使用高電阻材料如鎳鉻絲。電能是電流通過電器時提供的能量，單位為焦耳(J)，1卡=4.18J。電壓是每庫侖電量所帶的能量，V=E/Q，電能E=V×Q。電流是每秒通過導線截面的電量，I=Q/t，電量Q=I×t，電流單位為安培(A)。
66,9,第六冊,2,電流的熱效應,2,電與生活,電功率、能源分類、發電、生活用電、用電安全,電功率是電器每秒消耗的電能，單位為瓦特(W)，電功率越大代表消耗電能越多，燈泡越亮。電功率計算公式：P=E/t，E=VQ，Q=It，因此P=VI。台灣家用電壓分110V和220V，電器標示如「110V/550W」，表示接110V時功率550W，若接220V則功率會過大可能燒毀。能源分類：•再生能源：太陽能、水力、風力、地熱、生質能•非再生能源：煤、石油、天然氣、核能•次級能源：電力、汽油等。發電方式：火力：燃燒化石燃料、水力：水流帶動水輪機、風力：風力驅動發電機、核能：鈾235核分裂釋放熱能、太陽能：光電或光熱轉換、地熱、生質能、潮汐洋流發電。電力輸送：發電廠升壓輸送降低損失，再於區變電所降壓，最後到家庭為110V或220V。家用電：三條線：兩條活線+一條中性線。110V為活線與中性線，220V為兩活線間。電費計算：1度=1kWh=3600000J。短路：電流繞過電器，導線電流過大造成走火。保險絲：•串聯於電路，超過安全負載電流即熔斷。•現多改用無熔絲開關，可重複使用。
67,9,第六冊,3,電流的磁效應,1,磁鐵與磁場,磁鐵、磁場、磁力線、磁化,磁性是物體具有吸引鐵的性質，磁性物質包含鐵、鎳、鈷的合金或氧化物。磁鐵的兩端磁力最強，稱為磁極；中央兩側磁性最弱，稱為中性區。磁極成對存在，具有N極與S極。磁場為磁力所及的空間，越靠近磁極磁場越強，磁場方向為N極所指方向。磁力線是描繪磁場的假想曲線，外部由N極到S極，內部由S極到N極，疏密代表磁場強弱，極處最密最強。磁化是磁性物質因磁場感應產生異名極，距離越近效果越好。暫時磁鐵易磁化也易失去磁性，永久磁鐵難磁化但磁性持久。磁鐵加熱至770℃、敲擊或通電，磁性會消失。磁力應用於羅盤、電話卡、磁條金融卡等。磁力和靜電力比較，磁極必成對，電荷可單獨存在；同名相斥異名相吸；磁化是磁鐵吸引磁性物質，靜電感應是帶電體吸引電中性物體。
69,9,第六冊,3,電流的磁效應,2,電流磁效應,電流磁效應、安培右手,電流磁效應是指導線中有電流通過時，周圍會產生磁場。長直導線的磁場為同心圓，磁場方向與電流方向互相垂直。根據安培定律，磁場大小與電流大小成正比，與距離成反比。判斷磁場方向時，可用安培右手定則，長直導線握住導線，拇指指電流方向，四指指磁場方向；螺線管則反過來，四指指電流方向，拇指指N極方向。螺旋型線圈的磁場強度與電流、纏繞密度成正比，並可放入鐵棒增加磁場強度。
70,9,第六冊,3,電流的磁效應,3,電磁鐵、電動機與電話,右手開掌定則、電磁鐵、電動機、電話,電磁鐵是電流磁效應的應用，需使用直流電，磁場方向會隨電流方向改變。將軟鐵棒放入線圈中，通電後線圈產生的磁場會使軟鐵棒具有磁性，形成暫時磁鐵，切斷電流後磁性消失。增強磁力可透過增加電流、線圈匝數或放入更多軟鐵棒。電磁鐵可隨時啟動與關閉，磁場方向也能改變，應用於電鈴、馬達等。判斷通電導線受力方向，可用右手開掌定則，拇指指電流，四指指磁場，掌心推出為受力方向。正電粒子運動類似電流，負電粒子類似電子流，中子則不受磁場影響。
71,9,第六冊,3,電流的磁效應,4,電磁感應,電磁感應、發電機、變壓器,感應電流是線圈內磁場改變時所感應產生的電流，需磁場變化才會產生電流。電流磁效應是電流產生磁場，電磁感應則是磁場變化產生電流。法拉第定律指出感應電流大小與磁場變化速率成正比。發電機利用電磁感應將力學能轉電能，電動機則利用電流磁效應將電能轉力學能。變壓器透過電流磁效應與電磁感應改變電壓，交流電易變壓，所以生活中多用交流電。整流變壓器先變壓再整流，將交流電轉直流電。
