num,year_grade,book,chapter_num,chapter_name,section_num,section_name,knowledge_points,section_summary
,12,選修四,2,常見物質與應用,1,非金屬元素,非金屬元素、氫氣製備與性質、氮氣製備與性質、氧氣與臭氧、碳與矽的同素異形體與化合物、溫室效應與二氧化碳、氮氧化物與固氮作用、半導體材料與矽元素、工業製程如哈柏法與奧士華法,本節主要介紹生活中常見的非金屬元素，包括氫、氮、氧、碳、矽等元素的性質、用途與製備方法。透過大量題目可見，考題常聚焦於氣體製備反應、實驗裝置判斷、氧化還原概念應用、化合物用途辨識與同素異形體的比較，如鑽石、石墨、石英等。氫氣與氮氣的製備（如亞硝酸鈉與氯化銨共熱）及其作為還原劑或氣球填充氣的應用為重點；氧氣與臭氧的比較、碳與矽的結構差異與半導體性質也是常考方向。學生應熟記各氣體的製備方法、溶解性與檢驗方式，並留意特定反應中的氧化態變化與能量變化，如哈柏法的熱平衡與催化條件等。熟悉題型與概念可幫助有效應對各類型的選擇題與實驗題。
,12,選修四,2,常見物質與應用,2,主族金屬元素,鹼金屬與鹼土金屬、金屬鈉與鎂的製備、氫氧化鈉、碳酸鈉與碳酸氫鈉的比較、鋁的兩性與製備、常見主族金屬化合物的溶解度、索耳未法、主族金屬在生活中的應用,本節主要介紹主族金屬元素（如鈉、鎂、鋁）及其化合物在生活與工業中的應用，並探討它們的性質、製備方式與化學反應。學生將學習鹼金屬和鹼土金屬的化學性質趨勢，如熔點、還原力、溶解度與反應活性，並理解鈉需以電解熔融氯化鈉製備，而非電解溶液。氫氧化鈉為強鹼，具吸濕性與腐蝕性，常用於製肥皂和紙漿。碳酸鈉與碳酸氫鈉（蘇打與小蘇打）則廣泛應用於烘焙與制酸劑，常以索耳未法製備。鋁為兩性元素，其化合物如氧化鋁、氫氧化鋁具有獨特性質，並以拜耳法與霍爾法工業製備鋁。常見題型包括元素性質趨勢判斷、化合物製備與應用、物質比較與實驗設計題，題目偏重理解與應用層面，亦包含索耳未法流程理解與反應推論，學生需熟練常見主族金屬及其化合物的性質與用途。
,12,選修四,2,常見物質與應用,3,過渡金屬元素,過渡元素、配位化合物、中心金屬離子、配位數、配位基、錯合物異構物、鉗合物,過渡元素、配位化合物、中心金屬離子、配位數、配位基、錯合物異構物、金屬氧化數、鉗合物、煉鐵與合金
,12,選修四,2,常見物質與應用,4,先進材料,半導體、導電性、價帶與傳導帶能隙、p型與n型半導體、奈米材料、奈米碳管、液晶、光觸媒、導電塑膠,本節介紹各類先進材料在科技與日常生活中的應用，包括半導體的導電原理、摻雜元素對其導電性的影響（如矽中摻硼形成p型半導體），以及奈米科技的基本概念與代表性材料如奈米碳管、奈米銀、奈米二氧化鈦等。學生需理解導體、半導體與絕緣體之間的能帶差異（Eg），掌握價帶與傳導帶的關係與導電機制。此外，本節也涵蓋液晶顯示器的工作原理（液晶分子受電場排列）、光觸媒的化學原理及應用、導電塑膠的結構特徵（如聚乙炔的單雙鍵交替結構）等重要觀念。常見題型以選擇題為主，聚焦在材料性質的比較、應用實例判斷、結構與功能的對應，以及計算奈米尺度與原子數量等，考生需具備推理與科學應用能力。
,12,選修五,1,有機化合物,1,有機化合物的組成與命名,有機化合物的定義、烴類分類、烷類的命名原則、同分異構物、燃燒分析與實驗式推導、不飽和度判斷、烷類的物理與化學性質、飽和與不飽和烴的辨識、分子量的測定方法,本節主要介紹有機化合物的基本組成與分類，並以烷類作為起點，說明其命名原則與結構特徵。學生將學習如何根據IUPAC命名法對直鏈與支鏈烷類命名，並辨識其同分異構物。此外，透過燃燒反應計算產生的CO₂與H₂O數據，推導出有機化合物的實驗式與分子式，也是本節的重要應用。學生需理解飽和烴與不飽和烴的差異，並學會根據分子式判斷不飽和度，識別環狀或含雙鍵的結構。本節常見題型包括：命名題、同分異構物數目判斷、燃燒分析推算化學式、不飽和度計算、物理性質（沸點、熔點、溶解性）比較、同系物與異構物的判別、以及實驗設計與結果判讀等，題目常結合結構圖與數據計算，考驗學生的推理與歸納能力，是有機化學入門的重要基礎。
,12,選修五,1,有機化合物,2,不飽和烴,烯烴、炔烴、芳香烴、混成軌域、命名規則、官能基位置,本節介紹不飽和烴，包括烯烴、炔烴與芳香烴等三大類有機物，這些分子皆含有碳與碳之間的多重鍵結（雙鍵或三鍵），因此結構上相較於飽和烴更為不穩定，化學性質也更活潑。學生需掌握其分子式判斷、命名規則（如主鏈選擇、編號原則、官能基優先性）及混成軌域與鍵角的判別（sp、sp² 等），理解同分異構物與幾何異構物產生的條件。苯及其衍生物則為芳香烴代表，具特殊的共振結構與穩定性，並常出現在生活與工業中。常見題型包括：分子式推導結構、異構物數量判斷、命名與錯誤選項辨別、結構與性質比較、混成軌域與鍵角判讀、芳香性與非芳香性的區分等，亦常結合實際生活案例（如氣爆事件、塑膠製品原料）作為考題情境，具應用與分析性質。
,12,選修五,1,有機化合物,3,常見有機化合物的種類,官能基、異構物、有機化合物分類、有機化合物命名、物理性質比較、酯化反應、完全燃燒計算,本節介紹常見有機化合物的種類與性質，包括醇、醛、酮、羧酸、酯、醚、胺、酚及芳香烴等，並教導如何根據官能基判別化合物類別。學生需熟悉各類有機物的官能基結構、物理與化學性質（如酸鹼性、水溶性、沸點、氣味等），以及基本命名原則與異構物類型。此外，本節常考題型包含：1. 根據結構判斷官能基、命名、分類；2. 針對同分異構物、結構異構物進行計算與辨識；3. 由燃燒生成物推估分子式或官能基；4. 判斷有機物間的異構關係（如酯與酸、醛與酮等）；5. 由實驗性質（揮發性、溶解度、試紙反應）判定未知化合物；6. 分子間作用力對沸點、溶解度的影響排序。掌握官能基特徵與性質判斷為本節解題關鍵。
,12,選修五,2,有機化合物的製備與反應,1,碳氫化合物,烷類性質與反應、烯類性質與反應、炔類性質與反應、芳香烴性質與反應、加成反應、取代反應、氧化反應、聚合反應、有機化合物的辨識與實驗測試方法,本節主要介紹碳氫化合物的基本分類，包括烷類、烯類、炔類與芳香烴，並說明其分子結構、化學性質及常見反應類型。學生需理解飽和與不飽和烴的差異，並能判別各類烴是否可進行加成反應（如與溴水或HCl）、取代反應（如甲烷與氯在光照下反應），或是氧化反應（如甲苯被KMnO₄氧化生成苯甲酸）。此外，也探討各類烴在工業上的應用，例如乙烯為重要的石化原料、苯用於製備塑膠與炸藥等。常見題型包含化合物結構判別、反應生成物預測、異構物計算、反應條件判斷，以及透過實驗結果進行化合物鑑定，考驗學生對有機化學基本概念與應用反應的掌握與理解。
,12,選修五,2,有機化合物的製備與反應,2,有機鹵化物,有機鹵化物的命名與分類、有機鹵化物的取代反應、脫去反應、有機鹵化物的加成反應、有機鹵化物的聚合反應、有機鹵化物的製備與用途、環境與健康影響,本節介紹有機鹵化物的基本結構與命名方式，重點說明其製備方式、化學反應類型與工業應用。有機鹵化物通常由烴類進行取代或加成反應製得，常見反應包括取代反應（如鹵烷與NaOH水溶液共熱生成醇）、脫去反應（如鹵烷與NaOH酒精溶液共熱生成烯）、聚合反應（如氯乙烯聚合為PVC），以及與金屬鈉反應合成新烴類。在應用上，某些有機鹵化物如氟氯烷、DDT、氯仿曾廣泛使用於冷媒、殺蟲劑與溶劑，但部分因破壞臭氧層或毒性過高已被禁用。常見題型包括反應產物判斷、反應類型辨識、命名與異構物判別、冷媒與有機鹵化物的環保議題等，需掌握反應條件與生成物推理能力。
,12,選修五,2,有機化合物的製備與反應,3,醇、酚、醚,醇類結構與分類、酚的性質與反應、醚的性質與製備、醇的氧化反應、醇酚醚的同分異構與官能基、醇酚醚之鑑別方法,本節介紹醇、酚、醚三類含氧有機化合物，說明其結構、命名、製備方式及化學性質。醇依羥基數目與碳原子種類可分為一元、二元、三級醇等，並具可與鈉反應、可被氧化的特性，氧化後可生成醛、酮或羧酸；酚具有弱酸性，可與NaOH反應並能與FeCl₃生成紫色錯合物；醚則為低極性物質，通常不與鈉或氧化劑反應，並可由醇在特定條件下脫水生成。常見題型包括醇的分類與異構物數目判斷、醇類氧化產物推斷、與氧化劑或金屬反應的能力、各類官能基的鑑別（如FeCl₃試劑、Na、NaHCO₃等）、醇酚醚的沸點與溶解度比較等，需靈活運用結構與性質來解題。
